img_name,silh_x1,silh_y1,silh_x2,silh_y2,faceimg_name,face_x1,face_y1,face_x2,face_y2
13_Interview_Interview_Sequences_13_113.jpg,493,84,585,534,face519.png,42,10,79,112
13_Interview_Interview_Sequences_13_113.jpg,0,60,87,464,face520.png,8,17,53,159
13_Interview_Interview_Sequences_13_113.jpg,585,43,717,546,face521.png,72,9,111,81
13_Interview_Interview_Sequences_13_113.jpg,312,107,391,508,face522.png,34,5,77,131
13_Interview_Interview_Sequences_13_113.jpg,219,78,303,490,face523.png,0,17,13,66
13_Interview_Interview_Sequences_13_113.jpg,219,78,303,490,face524.png,52,116,79,186
13_Interview_Interview_Sequences_13_113.jpg,219,78,303,490,face525.png,39,38,81,157
13_Interview_Interview_Sequences_13_113.jpg,266,110,345,505,face526.png,22,2,71,110
13_Interview_Interview_Sequences_13_113.jpg,101,111,170,459,face527.png,0,1,59,178
13_Interview_Interview_Sequences_13_113.jpg,279,116,333,240,face528.png,3,9,52,65
13_Interview_Interview_Sequences_13_113.jpg,554,151,616,509,face529.png,11,3,58,134
13_Interview_Interview_Sequences_13_113.jpg,582,139,611,199,face530.png,1,11,27,48
13_Interview_Interview_Sequences_13_12.jpg,298,38,816,572,face531.png,200,74,363,279
13_Interview_Interview_Sequences_13_121.jpg,41,19,982,670,face532.png,368,129,606,454
13_Interview_Interview_Sequences_13_124.jpg,20,0,850,572,face533.png,207,0,560,476
13_Interview_Interview_Sequences_13_126.jpg,238,74,519,540,face534.png,76,36,152,144
13_Interview_Interview_Sequences_13_126.jpg,640,52,768,254,face535.png,37,5,107,111
13_Interview_Interview_Sequences_13_126.jpg,579,112,639,202,face536.png,3,1,51,57
13_Interview_Interview_Sequences_13_130.jpg,392,119,570,579,face537.png,112,19,157,81
13_Interview_Interview_Sequences_13_131.jpg,0,0,960,569,face538.png,246,0,543,432
13_Interview_Interview_Sequences_13_131.jpg,955,239,983,286,face539.png,6,8,28,40
13_Interview_Interview_Sequences_13_131.jpg,920,228,940,275,face540.png,11,4,19,32
13_Interview_Interview_Sequences_13_134.jpg,127,9,794,565,face541.png,207,87,416,373
13_Interview_Interview_Sequences_13_135.jpg,178,34,704,572,face542.png,188,49,339,253
13_Interview_Interview_Sequences_13_14.jpg,140,62,1011,750,face543.png,312,71,615,511
13_Interview_Interview_Sequences_13_147.jpg,194,0,978,565,face544.png,164,7,578,545
13_Interview_Interview_Sequences_13_152.jpg,518,20,1024,360,face545.png,186,44,306,203
13_Interview_Interview_Sequences_13_152.jpg,7,17,445,361,face546.png,214,24,327,181
13_Interview_Interview_Sequences_13_157.jpg,146,20,901,886,face547.png,235,86,461,399
13_Interview_Interview_Sequences_13_162.jpg,429,42,857,569,face548.png,166,34,300,215
13_Interview_Interview_Sequences_13_164.jpg,206,8,539,544,face549.png,124,34,205,157
13_Interview_Interview_Sequences_13_166.jpg,43,0,873,569,face550.png,242,31,552,422
13_Interview_Interview_Sequences_13_171.jpg,92,22,851,568,face551.png,196,61,422,378
13_Interview_Interview_Sequences_13_171.jpg,92,22,851,568,face552.png,584,88,617,134
13_Interview_Interview_Sequences_13_173.jpg,4,229,459,749,face553.png,265,79,420,284
13_Interview_Interview_Sequences_13_173.jpg,415,118,730,745,face554.png,53,56,165,214
13_Interview_Interview_Sequences_13_173.jpg,613,132,1024,751,face555.png,95,85,272,280
13_Interview_Interview_Sequences_13_174.jpg,33,0,1022,622,face556.png,311,7,711,579
13_Interview_Interview_Sequences_13_182.jpg,266,14,874,582,face557.png,196,70,354,320
13_Interview_Interview_Sequences_13_185.jpg,50,6,739,559,face558.png,290,43,426,241
13_Interview_Interview_Sequences_13_188.jpg,339,7,975,570,face559.png,185,73,387,376
13_Interview_Interview_Sequences_13_189.jpg,0,10,860,572,face560.png,287,9,721,535
13_Interview_Interview_Sequences_13_189.jpg,32,0,377,564,face561.png,149,4,345,311
13_Interview_Interview_Sequences_13_20.jpg,607,5,959,564,face562.png,114,25,188,106
13_Interview_Interview_Sequences_13_20.jpg,607,5,959,564,face563.png,47,112,103,203
13_Interview_Interview_Sequences_13_20.jpg,277,193,687,569,face564.png,184,73,310,223
13_Interview_Interview_Sequences_13_20.jpg,196,13,576,563,face565.png,273,245,378,403
13_Interview_Interview_Sequences_13_20.jpg,196,13,576,563,face566.png,25,26,118,129
13_Interview_Interview_Sequences_13_20.jpg,196,13,576,563,face567.png,165,0,237,61
13_Interview_Interview_Sequences_13_20.jpg,260,0,453,337,face568.png,81,4,184,111
13_Interview_Interview_Sequences_13_202.jpg,315,79,686,505,face569.png,147,14,228,125
13_Interview_Interview_Sequences_13_207.jpg,413,48,986,527,face570.png,212,66,390,290
13_Interview_Interview_Sequences_13_207.jpg,71,84,510,532,face571.png,76,63,284,319
13_Interview_Interview_Sequences_13_207.jpg,71,84,510,532,face572.png,0,1,47,69
13_Interview_Interview_Sequences_13_207.jpg,71,84,510,532,face573.png,4,118,40,206
13_Interview_Interview_Sequences_13_218.jpg,567,28,1023,337,face574.png,173,16,276,178
13_Interview_Interview_Sequences_13_218.jpg,1,20,414,336,face575.png,149,33,249,174
13_Interview_Interview_Sequences_13_218.jpg,347,7,570,253,face576.png,121,18,182,116
13_Interview_Interview_Sequences_13_229.jpg,263,312,432,768,face577.png,31,48,169,224
13_Interview_Interview_Sequences_13_229.jpg,670,316,823,475,face578.png,32,1,124,103
13_Interview_Interview_Sequences_13_229.jpg,439,308,563,470,face579.png,12,13,118,101
13_Interview_Interview_Sequences_13_229.jpg,135,333,275,765,face580.png,15,82,140,269
13_Interview_Interview_Sequences_13_229.jpg,9,257,117,478,face581.png,14,8,66,87
13_Interview_Interview_Sequences_13_229.jpg,616,300,812,765,face582.png,28,74,183,262
13_Interview_Interview_Sequences_13_234.jpg,688,145,1023,713,face583.png,50,73,155,209
13_Interview_Interview_Sequences_13_234.jpg,24,1,221,334,face584.png,53,5,110,69
13_Interview_Interview_Sequences_13_234.jpg,814,94,1022,562,face585.png,153,1,206,102
13_Interview_Interview_Sequences_13_234.jpg,11,48,284,746,face586.png,128,208,171,286
13_Interview_Interview_Sequences_13_235.jpg,488,0,692,479,face587.png,19,121,179,427
13_Interview_Interview_Sequences_13_235.jpg,4,2,250,463,face588.png,23,88,167,300
13_Interview_Interview_Sequences_13_235.jpg,267,10,670,472,face589.png,227,100,386,438
13_Interview_Interview_Sequences_13_237.jpg,425,17,953,488,face590.png,131,52,314,303
13_Interview_Interview_Sequences_13_237.jpg,120,16,788,492,face591.png,439,50,614,302
13_Interview_Interview_Sequences_13_237.jpg,181,210,528,482,face592.png,35,28,236,237
13_Interview_Interview_Sequences_13_24.jpg,89,48,385,526,face593.png,101,24,153,103
13_Interview_Interview_Sequences_13_24.jpg,547,78,922,576,face594.png,254,26,304,93
13_Interview_Interview_Sequences_13_24.jpg,547,78,922,576,face595.png,143,4,216,92
13_Interview_Interview_Sequences_13_24.jpg,776,85,933,556,face596.png,32,22,68,90
13_Interview_Interview_Sequences_13_242.jpg,533,152,911,566,face597.png,141,49,241,188
13_Interview_Interview_Sequences_13_242.jpg,22,18,531,574,face598.png,339,0,509,444
13_Interview_Interview_Sequences_13_245.jpg,56,34,399,541,face599.png,154,23,261,171
13_Interview_Interview_Sequences_13_245.jpg,571,53,982,554,face600.png,66,58,195,191
13_Interview_Interview_Sequences_13_245.jpg,385,22,902,391,face601.png,253,93,372,224
13_Interview_Interview_Sequences_13_245.jpg,385,22,902,391,face602.png,92,63,244,276
13_Interview_Interview_Sequences_13_245.jpg,385,22,902,391,face603.png,130,114,234,223
13_Interview_Interview_Sequences_13_245.jpg,403,52,650,299,face604.png,74,26,208,152
13_Interview_Interview_Sequences_13_245.jpg,403,52,650,299,face605.png,82,78,223,198
13_Interview_Interview_Sequences_13_252.jpg,67,2,991,562,face606.png,302,14,722,540
13_Interview_Interview_Sequences_13_259.jpg,328,31,725,533,face607.png,110,11,206,156
13_Interview_Interview_Sequences_13_259.jpg,756,23,1021,536,face608.png,52,33,155,200
13_Interview_Interview_Sequences_13_259.jpg,0,18,252,540,face609.png,114,42,212,188
13_Interview_Interview_Sequences_13_268.jpg,290,65,839,677,face610.png,225,132,296,222
13_Interview_Interview_Sequences_13_269.jpg,259,67,810,673,face611.png,221,50,408,312
13_Interview_Interview_Sequences_13_271.jpg,617,13,998,337,face612.png,77,39,239,273
13_Interview_Interview_Sequences_13_271.jpg,36,0,457,340,face613.png,131,26,312,292
13_Interview_Interview_Sequences_13_272.jpg,446,104,594,500,face614.png,41,3,70,59
13_Interview_Interview_Sequences_13_272.jpg,325,398,435,477,face615.png,96,44,103,54
13_Interview_Interview_Sequences_13_273.jpg,313,75,670,797,face616.png,126,8,178,94
13_Interview_Interview_Sequences_13_273.jpg,313,75,670,797,face617.png,306,221,340,268
13_Interview_Interview_Sequences_13_273.jpg,313,75,670,797,face618.png,19,244,47,286
13_Interview_Interview_Sequences_13_273.jpg,61,280,245,537,face619.png,2,12,24,46
13_Interview_Interview_Sequences_13_273.jpg,738,247,981,710,face620.png,21,39,59,98
13_Interview_Interview_Sequences_13_273.jpg,738,247,981,710,face621.png,144,24,184,80
13_Interview_Interview_Sequences_13_273.jpg,553,191,592,284,face622.png,4,13,24,56
13_Interview_Interview_Sequences_13_273.jpg,671,278,892,690,face623.png,89,9,128,68
13_Interview_Interview_Sequences_13_273.jpg,671,278,892,690,face624.png,28,12,64,60
13_Interview_Interview_Sequences_13_273.jpg,609,277,684,478,face625.png,7,14,48,70
13_Interview_Interview_Sequences_13_273.jpg,307,311,387,438,face626.png,24,6,56,52
13_Interview_Interview_Sequences_13_273.jpg,585,250,631,320,face627.png,3,11,36,46
13_Interview_Interview_Sequences_13_273.jpg,671,273,753,454,face628.png,24,15,64,67
13_Interview_Interview_Sequences_13_273.jpg,56,288,113,387,face629.png,6,29,51,91
13_Interview_Interview_Sequences_13_273.jpg,239,272,290,408,face630.png,26,78,49,128
13_Interview_Interview_Sequences_13_273.jpg,649,278,787,667,face631.png,103,3,138,83
13_Interview_Interview_Sequences_13_273.jpg,649,278,787,667,face632.png,51,11,91,71
13_Interview_Interview_Sequences_13_275.jpg,139,36,857,800,face633.png,239,13,387,225
13_Interview_Interview_Sequences_13_28.jpg,328,104,932,602,face634.png,73,69,416,485
13_Interview_Interview_Sequences_13_287.jpg,666,55,992,330,face635.png,79,39,202,203
13_Interview_Interview_Sequences_13_287.jpg,666,55,992,330,face636.png,222,165,280,230
13_Interview_Interview_Sequences_13_287.jpg,666,55,992,330,face637.png,15,199,37,225
13_Interview_Interview_Sequences_13_287.jpg,514,165,662,336,face638.png,19,28,96,106
13_Interview_Interview_Sequences_13_287.jpg,514,165,662,336,face639.png,104,66,132,100
13_Interview_Interview_Sequences_13_287.jpg,609,201,669,305,face640.png,3,12,39,62
13_Interview_Interview_Sequences_13_287.jpg,6,0,538,342,face641.png,297,58,404,198
13_Interview_Interview_Sequences_13_287.jpg,889,204,1002,322,face642.png,4,16,69,78
13_Interview_Interview_Sequences_13_287.jpg,668,230,735,297,face643.png,4,21,53,52
13_Interview_Interview_Sequences_13_287.jpg,15,89,351,334,face644.png,288,1,335,87
13_Interview_Interview_Sequences_13_287.jpg,15,89,351,334,face645.png,54,59,138,138
13_Interview_Interview_Sequences_13_287.jpg,68,140,148,190,face646.png,7,5,78,47
13_Interview_Interview_Sequences_13_287.jpg,259,3,543,328,face647.png,56,40,192,200
13_Interview_Interview_Sequences_13_287.jpg,259,3,543,328,face648.png,270,201,283,241
13_Interview_Interview_Sequences_13_288.jpg,113,0,946,665,face649.png,264,132,624,596
13_Interview_Interview_Sequences_13_288.jpg,0,89,399,672,face650.png,19,83,299,472
13_Interview_Interview_Sequences_13_288.jpg,818,34,1019,653,face651.png,45,39,197,352
13_Interview_Interview_Sequences_13_305.jpg,608,129,1007,563,face652.png,111,28,177,121
13_Interview_Interview_Sequences_13_305.jpg,173,71,599,563,face653.png,294,42,378,158
13_Interview_Interview_Sequences_13_305.jpg,173,71,599,563,face654.png,2,105,62,168
13_Interview_Interview_Sequences_13_305.jpg,210,0,452,167,face655.png,74,17,201,107
13_Interview_Interview_Sequences_13_305.jpg,777,28,1024,550,face656.png,4,15,181,271
13_Interview_Interview_Sequences_13_305.jpg,597,2,857,306,face657.png,119,17,180,80
13_Interview_Interview_Sequences_13_305.jpg,597,2,857,306,face658.png,83,0,122,32
13_Interview_Interview_Sequences_13_305.jpg,597,2,857,306,face659.png,121,172,168,247
13_Interview_Interview_Sequences_13_305.jpg,832,1,1013,315,face660.png,7,46,159,166
13_Interview_Interview_Sequences_13_305.jpg,101,206,437,574,face661.png,38,7,242,181
13_Interview_Interview_Sequences_13_305.jpg,133,149,246,268,face662.png,32,15,109,89
13_Interview_Interview_Sequences_13_305.jpg,440,17,632,280,face663.png,13,92,114,206
13_Interview_Interview_Sequences_13_305.jpg,591,9,728,294,face664.png,37,8,129,156
13_Interview_Interview_Sequences_13_309.jpg,365,29,972,574,face665.png,206,24,362,247
13_Interview_Interview_Sequences_13_316.jpg,221,87,520,638,face666.png,133,19,184,89
13_Interview_Interview_Sequences_13_321.jpg,171,10,536,608,face667.png,207,19,280,98
13_Interview_Interview_Sequences_13_323.jpg,4,14,487,563,face668.png,242,50,421,293
13_Interview_Interview_Sequences_13_326.jpg,515,93,817,576,face669.png,107,30,174,126
13_Interview_Interview_Sequences_13_329.jpg,353,37,969,576,face670.png,171,60,319,295
13_Interview_Interview_Sequences_13_331.jpg,330,1,961,745,face671.png,214,14,353,231
13_Interview_Interview_Sequences_13_331.jpg,330,1,961,745,face672.png,30,176,166,356
13_Interview_Interview_Sequences_13_331.jpg,239,122,683,735,face673.png,123,47,247,232
13_Interview_Interview_Sequences_13_331.jpg,239,122,683,735,face674.png,304,7,429,109
13_Interview_Interview_Sequences_13_331.jpg,962,602,1024,744,face675.png,21,25,54,92
13_Interview_Interview_Sequences_13_332.jpg,648,25,1004,205,face676.png,5,54,115,153
13_Interview_Interview_Sequences_13_332.jpg,290,288,311,344,face677.png,4,3,17,30
13_Interview_Interview_Sequences_13_332.jpg,261,286,289,362,face678.png,7,1,27,42
13_Interview_Interview_Sequences_13_334.jpg,630,26,1024,575,face679.png,94,51,256,268
13_Interview_Interview_Sequences_13_334.jpg,385,347,428,448,face680.png,8,20,28,62
13_Interview_Interview_Sequences_13_335.jpg,434,49,621,406,face681.png,47,14,99,88
13_Interview_Interview_Sequences_13_335.jpg,206,16,503,400,face682.png,105,17,189,142
13_Interview_Interview_Sequences_13_335.jpg,206,16,503,400,face683.png,274,47,297,118
13_Interview_Interview_Sequences_13_335.jpg,681,78,922,400,face684.png,123,27,178,103
13_Interview_Interview_Sequences_13_339.jpg,33,22,543,350,face685.png,246,29,362,181
13_Interview_Interview_Sequences_13_339.jpg,512,4,903,350,face686.png,132,48,260,218
13_Interview_Interview_Sequences_13_360.jpg,147,70,505,417,face687.png,177,60,295,217
13_Interview_Interview_Sequences_13_360.jpg,492,69,859,426,face688.png,38,49,179,239
13_Interview_Interview_Sequences_13_372.jpg,173,16,518,576,face689.png,142,77,248,233
13_Interview_Interview_Sequences_13_389.jpg,61,38,416,361,face690.png,131,34,224,158
13_Interview_Interview_Sequences_13_389.jpg,526,9,944,358,face691.png,121,45,229,202
13_Interview_Interview_Sequences_13_40.jpg,308,113,569,395,face692.png,84,38,160,133
13_Interview_Interview_Sequences_13_40.jpg,568,116,830,395,face693.png,73,90,117,130
13_Interview_Interview_Sequences_13_40.jpg,568,116,830,395,face694.png,29,51,114,166
13_Interview_Interview_Sequences_13_40.jpg,791,228,824,285,face695.png,8,26,28,47
13_Interview_Interview_Sequences_13_401.jpg,146,3,870,579,face696.png,268,60,464,356
13_Interview_Interview_Sequences_13_426.jpg,657,51,1023,641,face697.png,179,34,262,161
13_Interview_Interview_Sequences_13_431.jpg,19,146,409,619,face698.png,136,36,270,240
13_Interview_Interview_Sequences_13_431.jpg,312,16,781,626,face699.png,146,71,314,302
13_Interview_Interview_Sequences_13_431.jpg,783,32,1022,609,face700.png,0,164,104,347
13_Interview_Interview_Sequences_13_431.jpg,783,32,1022,609,face701.png,210,66,239,218
13_Interview_Interview_Sequences_13_443.jpg,124,7,1024,677,face702.png,72,58,592,474
13_Interview_Interview_Sequences_13_446.jpg,310,132,731,517,face703.png,284,38,344,124
13_Interview_Interview_Sequences_13_446.jpg,413,142,935,554,face704.png,181,25,250,115
13_Interview_Interview_Sequences_13_473.jpg,31,59,1024,709,face705.png,387,26,704,504
13_Interview_Interview_Sequences_13_479.jpg,30,1,777,678,face706.png,289,59,578,481
13_Interview_Interview_Sequences_13_487.jpg,24,88,512,677,face707.png,186,58,305,236
13_Interview_Interview_Sequences_13_491.jpg,373,45,819,680,face708.png,162,64,270,250
13_Interview_Interview_Sequences_13_492.jpg,73,8,1005,673,face709.png,323,64,597,468
13_Interview_Interview_Sequences_13_494.jpg,273,109,664,632,face710.png,165,32,262,173
13_Interview_Interview_Sequences_13_501.jpg,257,71,743,571,face711.png,171,64,309,272
13_Interview_Interview_Sequences_13_501.jpg,593,0,1024,572,face712.png,145,107,272,273
13_Interview_Interview_Sequences_13_501.jpg,0,0,329,569,face713.png,139,77,261,252
13_Interview_Interview_Sequences_13_501.jpg,0,0,329,569,face714.png,21,135,263,500
13_Interview_Interview_Sequences_13_501.jpg,60,18,584,573,face715.png,369,123,512,335
13_Interview_Interview_Sequences_13_501.jpg,60,18,584,573,face716.png,45,25,208,274
13_Interview_Interview_Sequences_13_503.jpg,130,187,945,655,face717.png,93,135,169,206
13_Interview_Interview_Sequences_13_503.jpg,53,186,485,575,face718.png,173,129,250,200
13_Interview_Interview_Sequences_13_509.jpg,429,68,1014,541,face719.png,203,91,388,345
13_Interview_Interview_Sequences_13_509.jpg,2,52,431,515,face720.png,265,152,356,378
13_Interview_Interview_Sequences_13_509.jpg,2,52,431,515,face721.png,202,88,343,404
13_Interview_Interview_Sequences_13_515.jpg,102,44,877,612,face722.png,307,46,501,329
13_Interview_Interview_Sequences_13_525.jpg,377,98,750,448,face723.png,242,16,304,116
13_Interview_Interview_Sequences_13_525.jpg,377,98,750,448,face724.png,1,52,18,100
13_Interview_Interview_Sequences_13_525.jpg,96,147,229,402,face725.png,50,12,81,62
13_Interview_Interview_Sequences_13_525.jpg,262,57,587,443,face726.png,112,101,131,138
13_Interview_Interview_Sequences_13_525.jpg,6,123,225,436,face727.png,139,35,170,85
13_Interview_Interview_Sequences_13_525.jpg,6,123,225,436,face728.png,68,4,107,61
13_Interview_Interview_Sequences_13_525.jpg,33,119,130,369,face729.png,41,11,75,68
13_Interview_Interview_Sequences_13_525.jpg,143,147,199,256,face730.png,1,12,38,69
13_Interview_Interview_Sequences_13_527.jpg,248,249,626,675,face731.png,144,40,236,168
13_Interview_Interview_Sequences_13_532.jpg,128,32,725,566,face732.png,168,69,358,316
13_Interview_Interview_Sequences_13_54.jpg,233,0,1024,574,face733.png,146,0,626,555
13_Interview_Interview_Sequences_13_54.jpg,6,0,695,576,face734.png,389,8,681,533
13_Interview_Interview_Sequences_13_542.jpg,255,5,594,338,face735.png,165,25,239,130
13_Interview_Interview_Sequences_13_542.jpg,502,34,833,221,face736.png,215,119,281,173
13_Interview_Interview_Sequences_13_542.jpg,502,34,833,221,face737.png,137,0,287,142
13_Interview_Interview_Sequences_13_558.jpg,45,42,841,571,face738.png,438,60,601,289
13_Interview_Interview_Sequences_13_569.jpg,278,19,1011,730,face739.png,75,127,341,511
13_Interview_Interview_Sequences_13_57.jpg,449,44,1015,574,face740.png,184,36,323,239
13_Interview_Interview_Sequences_13_57.jpg,35,51,512,560,face741.png,167,45,326,252
13_Interview_Interview_Sequences_13_57.jpg,84,60,200,183,face742.png,59,5,113,78
13_Interview_Interview_Sequences_13_570.jpg,0,0,1017,1105,face743.png,256,174,800,912
13_Interview_Interview_Sequences_13_576.jpg,195,14,961,677,face744.png,283,99,542,461
13_Interview_Interview_Sequences_13_581.jpg,0,18,999,784,face745.png,359,78,607,471
13_Interview_Interview_Sequences_13_582.jpg,199,32,524,417,face746.png,168,51,251,159
13_Interview_Interview_Sequences_13_582.jpg,733,59,1024,409,face747.png,1,31,61,211
13_Interview_Interview_Sequences_13_582.jpg,512,29,757,412,face748.png,42,51,117,151
13_Interview_Interview_Sequences_13_582.jpg,512,29,757,412,face749.png,103,14,159,101
13_Interview_Interview_Sequences_13_582.jpg,615,24,752,250,face750.png,2,15,66,98
13_Interview_Interview_Sequences_13_582.jpg,477,164,515,226,face751.png,11,2,38,53
13_Interview_Interview_Sequences_13_582.jpg,527,155,568,214,face752.png,13,0,37,38
13_Interview_Interview_Sequences_13_583.jpg,381,5,662,410,face753.png,138,34,183,111
13_Interview_Interview_Sequences_13_583.jpg,659,78,892,409,face754.png,96,29,141,100
13_Interview_Interview_Sequences_13_583.jpg,133,125,479,407,face755.png,241,65,276,109
13_Interview_Interview_Sequences_13_583.jpg,948,29,1022,402,face756.png,0,8,63,194
13_Interview_Interview_Sequences_13_583.jpg,761,0,897,211,face757.png,23,0,118,106
13_Interview_Interview_Sequences_13_583.jpg,761,0,897,211,face758.png,5,113,44,178
13_Interview_Interview_Sequences_13_583.jpg,0,0,81,263,face759.png,1,13,65,150
13_Interview_Interview_Sequences_13_589.jpg,552,72,1017,677,face760.png,119,39,256,230
13_Interview_Interview_Sequences_13_589.jpg,552,72,1017,677,face761.png,0,126,23,195
13_Interview_Interview_Sequences_13_589.jpg,88,27,623,677,face762.png,195,35,321,213
13_Interview_Interview_Sequences_13_589.jpg,88,27,623,677,face763.png,81,192,151,274
13_Interview_Interview_Sequences_13_589.jpg,88,27,623,677,face764.png,0,169,43,237
13_Interview_Interview_Sequences_13_589.jpg,88,27,623,677,face765.png,427,168,489,234
13_Interview_Interview_Sequences_13_589.jpg,88,27,623,677,face766.png,40,189,89,268
13_Interview_Interview_Sequences_13_589.jpg,88,27,623,677,face767.png,54,156,115,257
13_Interview_Interview_Sequences_13_589.jpg,88,27,623,677,face768.png,38,154,94,231
13_Interview_Interview_Sequences_13_589.jpg,0,213,81,675,face769.png,0,0,79,347
13_Interview_Interview_Sequences_13_589.jpg,495,177,633,648,face770.png,24,0,85,110
13_Interview_Interview_Sequences_13_589.jpg,64,193,136,328,face771.png,14,10,68,74
13_Interview_Interview_Sequences_13_589.jpg,73,199,228,478,face772.png,10,1,57,66
13_Interview_Interview_Sequences_13_589.jpg,73,199,228,478,face773.png,77,16,153,118
13_Interview_Interview_Sequences_13_589.jpg,73,199,228,478,face774.png,59,22,102,90
13_Interview_Interview_Sequences_13_589.jpg,175,198,284,317,face775.png,1,23,80,104
13_Interview_Interview_Sequences_13_589.jpg,52,216,264,669,face776.png,82,6,129,77
13_Interview_Interview_Sequences_13_589.jpg,52,216,264,669,face777.png,114,13,194,107
13_Interview_Interview_Sequences_13_589.jpg,52,216,264,669,face778.png,38,0,78,50
13_Interview_Interview_Sequences_13_589.jpg,514,177,639,391,face779.png,1,14,63,107
13_Interview_Interview_Sequences_13_589.jpg,133,145,248,264,face780.png,5,21,73,93
13_Interview_Interview_Sequences_13_589.jpg,3,204,75,329,face781.png,0,5,31,88
13_Interview_Interview_Sequences_13_589.jpg,514,171,600,269,face782.png,0,20,72,72
13_Interview_Interview_Sequences_13_589.jpg,760,96,1008,578,face783.png,0,22,50,199
13_Interview_Interview_Sequences_13_59.jpg,296,35,955,568,face784.png,303,77,509,377
13_Interview_Interview_Sequences_13_598.jpg,119,317,212,434,face785.png,4,32,70,98
13_Interview_Interview_Sequences_13_6.jpg,17,7,865,686,face786.png,175,48,534,544
13_Interview_Interview_Sequences_13_603.jpg,18,0,604,542,face787.png,137,1,391,331
13_Interview_Interview_Sequences_13_603.jpg,432,12,972,539,face788.png,145,80,302,335
13_Interview_Interview_Sequences_13_605.jpg,48,0,953,618,face789.png,341,14,726,559
13_Interview_Interview_Sequences_13_609.jpg,193,4,836,573,face790.png,279,75,453,324
13_Interview_Interview_Sequences_13_610.jpg,327,112,803,483,face791.png,234,67,335,199
13_Interview_Interview_Sequences_13_614.jpg,267,20,778,643,face792.png,296,21,354,106
13_Interview_Interview_Sequences_13_614.jpg,267,20,778,643,face793.png,54,0,116,60
13_Interview_Interview_Sequences_13_614.jpg,267,20,778,643,face794.png,43,127,99,232
13_Interview_Interview_Sequences_13_614.jpg,950,218,1022,426,face795.png,33,8,70,75
13_Interview_Interview_Sequences_13_614.jpg,833,213,1010,482,face796.png,40,6,78,67
13_Interview_Interview_Sequences_13_614.jpg,833,213,1010,482,face797.png,154,13,176,63
13_Interview_Interview_Sequences_13_614.jpg,289,388,710,655,face798.png,118,22,210,83
13_Interview_Interview_Sequences_13_614.jpg,289,388,710,655,face799.png,70,10,227,131
13_Interview_Interview_Sequences_13_614.jpg,840,405,1024,511,face800.png,12,4,131,68
13_Interview_Interview_Sequences_13_614.jpg,289,8,641,381,face801.png,276,35,329,117
13_Interview_Interview_Sequences_13_614.jpg,289,8,641,381,face802.png,34,0,92,71
13_Interview_Interview_Sequences_13_614.jpg,289,8,641,381,face803.png,22,157,79,246
13_Interview_Interview_Sequences_13_614.jpg,289,8,641,381,face804.png,91,154,160,260
13_Interview_Interview_Sequences_13_617.jpg,29,15,1002,634,face805.png,386,0,797,453
13_Interview_Interview_Sequences_13_620.jpg,394,21,899,550,face806.png,154,49,287,236
13_Interview_Interview_Sequences_13_620.jpg,222,5,362,298,face807.png,58,0,85,23
13_Interview_Interview_Sequences_13_626.jpg,215,16,1015,706,face808.png,34,94,238,393
13_Interview_Interview_Sequences_13_626.jpg,34,467,342,707,face809.png,64,63,182,200
13_Interview_Interview_Sequences_13_63.jpg,17,3,1024,758,face810.png,172,3,601,538
13_Interview_Interview_Sequences_13_632.jpg,264,7,999,674,face811.png,194,12,659,633
13_Interview_Interview_Sequences_13_633.jpg,183,30,1017,719,face812.png,376,27,646,434
13_Interview_Interview_Sequences_13_639.jpg,42,6,1024,672,face813.png,249,39,534,388
13_Interview_Interview_Sequences_13_642.jpg,690,176,967,569,face814.png,172,24,220,96
13_Interview_Interview_Sequences_13_642.jpg,45,22,680,578,face815.png,183,90,412,406
13_Interview_Interview_Sequences_13_643.jpg,374,93,713,668,face816.png,125,53,200,150
13_Interview_Interview_Sequences_13_643.jpg,374,93,713,668,face817.png,248,22,300,100
13_Interview_Interview_Sequences_13_643.jpg,0,83,334,663,face818.png,262,21,331,156
13_Interview_Interview_Sequences_13_643.jpg,848,342,1022,675,face819.png,48,16,107,100
13_Interview_Interview_Sequences_13_643.jpg,296,282,429,673,face820.png,32,34,127,224
13_Interview_Interview_Sequences_13_643.jpg,296,282,429,673,face821.png,7,120,35,194
13_Interview_Interview_Sequences_13_656.jpg,814,15,972,232,face822.png,33,30,141,177
13_Interview_Interview_Sequences_13_656.jpg,78,20,619,409,face823.png,164,7,287,222
13_Interview_Interview_Sequences_13_656.jpg,78,20,619,409,face824.png,347,13,538,267
13_Interview_Interview_Sequences_13_656.jpg,78,20,619,409,face825.png,19,32,140,210
13_Interview_Interview_Sequences_13_656.jpg,0,39,135,272,face826.png,5,27,90,149
13_Interview_Interview_Sequences_13_656.jpg,0,39,135,272,face827.png,107,20,132,158
13_Interview_Interview_Sequences_13_656.jpg,339,10,899,466,face828.png,336,20,481,225
13_Interview_Interview_Sequences_13_656.jpg,339,10,899,466,face829.png,69,22,288,313
13_Interview_Interview_Sequences_13_656.jpg,339,10,899,466,face830.png,475,12,560,218
13_Interview_Interview_Sequences_13_656.jpg,339,10,899,466,face831.png,244,17,442,286
13_Interview_Interview_Sequences_13_656.jpg,85,31,241,242,face832.png,20,13,130,190
13_Interview_Interview_Sequences_13_656.jpg,32,30,333,293,face833.png,68,16,193,203
